fecha,centro,almacen,pendientes,lineas
2026-08-11,4707,A508,1,19
2026-08-11,4707,A511,2,24
2026-08-11,4707,A512,2,19
2026-08-11,4707,A514,2,23
2026-08-11,4707,A515,1,20
2026-08-11,4707,PT01,13,172
2026-08-11,4708,A731,1,6
2026-08-11,4708,A732,1,11
2026-08-11,4708,A733,2,15
2026-08-11,4708,A734,2,19
2026-08-11,4708,A735,1,6
2026-08-11,4708,A736,2,23
2026-08-11,4708,A742,2,16
2026-08-12,4120,PT01,95,2422
2026-08-13,4010,,1,1
2026-08-13,4010,BL01,12,13
2026-08-13,4010,EX01,1,1
2026-08-13,4010,EX02,2,11
2026-08-13,4010,IG01,1,1
2026-08-13,4010,LI01,5,10
2026-08-13,4010,LI03,2,49
2026-08-13,4010,MP03,1,1
2026-08-13,4010,MP04,1,10
2026-08-13,4010,PR01,2,17
2026-08-13,4010,PR02,6,18
2026-08-13,4010,PR03,2,2
2026-08-13,4010,PR04,2,7
2026-08-13,4010,PR06,2,57
2026-08-13,4010,PR07,2,8
2026-08-13,4010,PR08,1,7
2026-08-13,4010,PR11,6,14
2026-08-13,4010,PR14,3,88
2026-08-13,4010,PR15,1,15
2026-08-13,4010,PR17,18,60
2026-08-13,4010,PR18,1,2
2026-08-13,4010,PT01,1,1
2026-08-13,4020,MP01,5,12
2026-08-13,4020,PT01,20,127
2026-08-13,4120,EX01,4,7
2026-08-13,4120,EX02,3,7
2026-08-13,4120,IG01,15,143
2026-08-13,4120,LI01,1,1
2026-08-13,4120,LI03,1,8
2026-08-13,4120,MP01,9,26
2026-08-13,4120,PT01,113,2748
2026-08-13,4130,A107,1,22
2026-08-13,4130,A114,1,18
2026-08-13,4130,LI01,11,176
2026-08-13,4130,LI06,1,11
2026-08-13,4130,PT01,1,2
2026-08-13,4140,EX01,2,55
2026-08-13,4704,PT01,2,34
2026-08-13,4707,PT01,11,170
2026-08-13,4708,A738,2,16
2026-08-14,4010,,1,1
2026-08-14,4010,BL01,12,13
2026-08-14,4010,EX01,1,1
2026-08-14,4010,EX02,2,11
2026-08-14,4010,IG01,1,1
2026-08-14,4010,LI01,1,2
2026-08-14,4010,MP03,2,3
2026-08-14,4010,MP04,4,44
2026-08-14,4010,PR01,3,72
2026-08-14,4010,PR02,8,98
2026-08-14,4010,PR03,2,2
2026-08-14,4010,PR04,3,27
2026-08-14,4010,PR06,3,98
2026-08-14,4010,PR07,5,44
2026-08-14,4010,PR08,2,11
2026-08-14,4010,PR10,6,23
2026-08-14,4010,PR11,5,10
2026-08-14,4010,PR14,8,201
2026-08-14,4010,PR15,1,31
2026-08-14,4010,PR17,18,60
2026-08-14,4010,PR18,1,2
2026-08-14,4010,PT01,2,2
2026-08-14,4010,RE01,2,18
2026-08-14,4020,MP01,6,13
2026-08-14,4020,PT01,21,130
2026-08-14,4120,EX01,4,7
2026-08-14,4120,EX02,4,8
2026-08-14,4120,IG01,15,143
2026-08-14,4120,LI01,1,1
2026-08-14,4120,LI03,1,8
2026-08-14,4120,MP01,7,14
2026-08-14,4120,PT01,110,2687
2026-08-14,4130,A107,1,22
2026-08-14,4130,A114,1,18
2026-08-14,4130,LI01,5,34
2026-08-14,4130,LI06,1,11
2026-08-14,4130,PT01,1,2
2026-08-14,4140,EX01,4,33
2026-08-14,4704,PT01,2,34
2026-08-14,4707,PT01,12,185
2026-08-17,4010,BL01,12,13
2026-08-17,4010,EX01,1,1
2026-08-17,4010,EX02,2,11
2026-08-17,4010,IG01,1,1
2026-08-17,4010,MP03,2,18
2026-08-17,4010,MP04,2,17
2026-08-17,4010,PR02,8,155
2026-08-17,4010,PR03,2,2
2026-08-17,4010,PR04,3,21
2026-08-17,4010,PR06,4,74
2026-08-17,4010,PR07,1,2
2026-08-17,4010,PR10,5,63
2026-08-17,4010,PR11,8,19
2026-08-17,4010,PR14,4,109
2026-08-17,4010,PR17,18,60
2026-08-17,4010,PR18,1,2
2026-08-17,4010,PT02,3,15
2026-08-17,4010,RE01,2,18
2026-08-17,4020,MP01,4,6
2026-08-17,4020,PR01,1,16
2026-08-17,4020,PR02,6,51
2026-08-17,4020,PT01,23,134
2026-08-17,4120,EX01,3,5
2026-08-17,4120,EX02,4,8
2026-08-17,4120,IG01,15,143
2026-08-17,4120,LI01,1,1
2026-08-17,4120,LI03,1,8
2026-08-17,4120,MP01,7,14
2026-08-17,4120,PT01,111,2707
2026-08-17,4130,A107,1,22
2026-08-17,4130,A114,1,18
2026-08-17,4130,LI01,6,50
2026-08-17,4130,LI06,1,11
2026-08-17,4130,PT01,1,2
2026-08-17,4140,EX01,2,47
2026-08-17,4704,PT01,2,34
2026-08-17,4707,PT01,13,202
2026-08-18,4010,BL01,12,13
2026-08-18,4010,EX01,1,1
2026-08-18,4010,EX02,2,11
2026-08-18,4010,IG01,1,1
2026-08-18,4010,LI03,3,53
2026-08-18,4010,MP02,1,1
2026-08-18,4010,MP03,6,48
2026-08-18,4010,MP04,1,10
2026-08-18,4010,PR02,4,39
2026-08-18,4010,PR03,2,2
2026-08-18,4010,PR06,3,92
2026-08-18,4010,PR10,4,20
2026-08-18,4010,PR11,4,9
2026-08-18,4010,PR14,3,243
2026-08-18,4010,PR15,1,25
2026-08-18,4010,PR17,18,60
2026-08-18,4010,PR18,1,2
2026-08-18,4010,PT02,5,35
2026-08-18,4010,RE01,2,18
2026-08-18,4020,MP01,4,6
2026-08-18,4020,PR01,2,39
2026-08-18,4020,PR02,6,51
2026-08-18,4020,PT01,23,134
2026-08-18,4120,EX01,3,5
2026-08-18,4120,EX02,4,8
2026-08-18,4120,IG01,15,143
2026-08-18,4120,LI01,1,1
2026-08-18,4120,LI03,1,8
2026-08-18,4120,MP01,11,18
2026-08-18,4120,PT01,120,2872
2026-08-18,4130,A101,3,26
2026-08-18,4130,A102,2,21
2026-08-18,4130,A103,2,18
2026-08-18,4130,A104,2,23
2026-08-18,4130,A105,2,12
2026-08-18,4130,A106,2,19
2026-08-18,4130,A107,3,30
2026-08-18,4130,A108,2,16
2026-08-18,4130,A109,2,8
2026-08-18,4130,A110,2,5
2026-08-18,4130,A111,2,13
2026-08-18,4130,A112,2,12
2026-08-18,4130,A113,2,12
2026-08-18,4130,A114,3,30
2026-08-18,4130,A115,2,15
2026-08-18,4130,A116,2,17
2026-08-18,4130,A117,2,13
2026-08-18,4130,A118,2,12
2026-08-18,4130,A119,2,12
2026-08-18,4130,A120,2,10
2026-08-18,4130,A121,2,11
2026-08-18,4130,A122,2,14
2026-08-18,4130,A123,2,5
2026-08-18,4130,A124,2,11
2026-08-18,4130,A125,2,10
2026-08-18,4130,A126,2,13
2026-08-18,4130,A127,2,11
2026-08-18,4130,A128,2,11
2026-08-18,4130,A129,2,10
2026-08-18,4130,A131,2,10
2026-08-18,4130,A132,2,11
2026-08-18,4130,A133,2,14
2026-08-18,4130,A134,2,3
2026-08-18,4130,A135,2,10
2026-08-18,4130,A136,2,9
2026-08-18,4130,A137,2,9
2026-08-18,4130,A138,2,14
2026-08-18,4130,A139,1,7
2026-08-18,4130,A140,1,12
2026-08-18,4130,LI01,9,91
2026-08-18,4130,LI06,1,11
2026-08-18,4130,PT01,1,2
2026-08-18,4703,A774,1,22
2026-08-18,4703,A775,1,23
2026-08-18,4703,A776,1,16
2026-08-18,4703,PT01,1,3
2026-08-18,4704,A535,1,1
2026-08-18,4704,A536,1,13
2026-08-18,4704,A537,1,15
2026-08-18,4704,A538,1,16
2026-08-18,4704,A540,1,21
2026-08-18,4704,PT01,3,37
2026-08-18,4705,A702,2,26
2026-08-18,4705,A703,2,24
2026-08-18,4705,A706,2,24
2026-08-18,4705,A707,1,22
2026-08-18,4705,A708,1,22
2026-08-18,4705,A709,1,21
2026-08-18,4705,A710,2,24
2026-08-18,4705,PT01,1,16
2026-08-18,4707,A502,1,14
2026-08-18,4707,A503,1,22
2026-08-18,4707,A504,2,24
2026-08-18,4707,A505,2,26
2026-08-18,4707,A506,1,20
2026-08-18,4707,A508,1,19
2026-08-18,4707,A511,2,29
2026-08-18,4707,A512,1,18
2026-08-18,4707,A513,1,22
2026-08-18,4707,A514,1,16
2026-08-18,4707,A515,1,18
2026-08-18,4707,PT01,14,214
2026-08-19,4010,BL01,13,14
2026-08-19,4010,EX01,1,1
2026-08-19,4010,EX02,2,11
2026-08-19,4010,IG01,2,2
2026-08-19,4010,LI01,1,25
2026-08-19,4010,LI03,1,25
2026-08-19,4010,MP03,3,7
2026-08-19,4010,MP04,2,11
2026-08-19,4010,PR01,2,34
2026-08-19,4010,PR02,8,108
2026-08-19,4010,PR03,2,2
2026-08-19,4010,PR04,6,78
2026-08-19,4010,PR06,8,124
2026-08-19,4010,PR07,2,28
2026-08-19,4010,PR08,3,8
2026-08-19,4010,PR10,1,24
2026-08-19,4010,PR11,4,9
2026-08-19,4010,PR14,8,305
2026-08-19,4010,PR15,1,12
2026-08-19,4010,PR17,18,60
2026-08-19,4010,PR18,1,2
2026-08-19,4010,PT02,1,1
2026-08-19,4010,RE01,3,20
2026-08-19,4020,MP01,6,10
2026-08-19,4020,PR01,2,34
2026-08-19,4020,PR02,13,63
2026-08-19,4020,PT01,23,134
2026-08-19,4120,EX01,3,5
2026-08-19,4120,EX02,3,7
2026-08-19,4120,IG01,15,143
2026-08-19,4120,LI01,1,1
2026-08-19,4120,LI03,1,8
2026-08-19,4120,MP01,10,18
2026-08-19,4120,PT01,117,2707
2026-08-19,4130,A107,1,22
2026-08-19,4130,A114,1,18
2026-08-19,4130,LI01,6,51
2026-08-19,4130,LI06,1,11
2026-08-19,4130,PT01,1,2
2026-08-19,4140,EX01,1,28
2026-08-19,4704,PT01,2,34
2026-08-19,4707,PT01,14,216
2026-08-20,4010,BL01,13,14
2026-08-20,4010,EX01,1,1
2026-08-20,4010,EX02,2,11
2026-08-20,4010,IG01,1,1
2026-08-20,4010,LI03,6,107
2026-08-20,4010,MP03,1,1
2026-08-20,4010,MP04,1,10
2026-08-20,4010,PR01,8,88
2026-08-20,4010,PR02,13,67
2026-08-20,4010,PR03,2,2
2026-08-20,4010,PR04,3,6
2026-08-20,4010,PR06,3,79
2026-08-20,4010,PR07,1,2
2026-08-20,4010,PR08,1,2
2026-08-20,4010,PR10,3,5
2026-08-20,4010,PR11,4,9
2026-08-20,4010,PR14,4,114
2026-08-20,4010,PR15,2,15
2026-08-20,4010,PR17,18,60
2026-08-20,4010,PR18,1,2
2026-08-20,4010,PT02,1,4
2026-08-20,4010,RE01,3,20
2026-08-20,4020,MP01,4,6
2026-08-20,4020,PR01,1,23
2026-08-20,4020,PT01,24,137
2026-08-20,4120,EX01,3,5
2026-08-20,4120,EX02,4,13
2026-08-20,4120,IG01,15,143
2026-08-20,4120,LI01,1,1
2026-08-20,4120,LI03,1,8
2026-08-20,4120,MP01,9,17
2026-08-20,4120,PT01,116,2742
2026-08-20,4130,A107,1,22
2026-08-20,4130,A114,1,18
2026-08-20,4130,LI01,5,34
2026-08-20,4130,LI06,1,11
2026-08-20,4130,PT01,1,2
2026-08-20,4140,EX01,3,74
2026-08-20,4704,PT01,2,34
2026-08-20,4707,PT01,14,219
2026-08-20,4708,A743,3,14
2026-08-20,4708,A745,4,19
2026-08-20,4708,A746,4,8
2026-08-20,4708,PT01,1,4
2026-08-21,4010,BL01,13,14
2026-08-21,4010,EX01,1,1
2026-08-21,4010,EX02,2,11
2026-08-21,4010,IG01,1,1
2026-08-21,4010,MP03,4,37
2026-08-21,4010,MP04,2,16
2026-08-21,4010,PR01,13,134
2026-08-21,4010,PR02,15,81
2026-08-21,4010,PR03,2,2
2026-08-21,4010,PR04,3,6
2026-08-21,4010,PR06,3,79
2026-08-21,4010,PR07,1,2
2026-08-21,4010,PR08,1,2
2026-08-21,4010,PR10,9,53
2026-08-21,4010,PR11,4,9
2026-08-21,4010,PR12,1,4
2026-08-21,4010,PR14,9,245
2026-08-21,4010,PR15,3,33
2026-08-21,4010,PR17,18,60
2026-08-21,4010,PR18,1,2
2026-08-21,4010,RE01,3,20
2026-08-21,4020,MP01,4,6
2026-08-21,4020,PR01,1,23
2026-08-21,4020,PT01,24,137
2026-08-21,4120,EX01,3,5
2026-08-21,4120,EX02,4,13
2026-08-21,4120,IG01,15,143
2026-08-21,4120,LI01,1,1
2026-08-21,4120,LI03,1,8
2026-08-21,4120,MP01,7,14
2026-08-21,4120,PT01,120,2787
2026-08-21,4130,A107,1,22
2026-08-21,4130,A114,1,18
2026-08-21,4130,LI01,12,120
2026-08-21,4130,LI06,1,11
2026-08-21,4130,PT01,1,2
2026-08-21,4140,EX01,3,74
2026-08-21,4703,A774,1,21
2026-08-21,4703,A775,1,21
2026-08-21,4703,A776,1,22
2026-08-21,4703,PT01,1,14
2026-08-21,4704,A535,1,14
2026-08-21,4704,A536,1,16
2026-08-21,4704,A537,1,21
2026-08-21,4704,A538,1,21
2026-08-21,4704,A540,1,22
2026-08-21,4704,PT01,3,40
2026-08-21,4705,A706,2,24
2026-08-21,4705,A707,1,22
2026-08-21,4705,A708,2,28
2026-08-21,4705,A709,1,21
2026-08-21,4705,A710,2,27
2026-08-21,4705,PT01,1,15
2026-08-21,4707,A502,2,25
2026-08-21,4707,A503,2,25
2026-08-21,4707,A504,2,27
2026-08-21,4707,A505,1,22
2026-08-21,4707,A506,1,21
2026-08-21,4707,A507,1,22
2026-08-21,4707,A508,2,23
2026-08-21,4707,A509,2,27
2026-08-21,4707,A511,2,26
2026-08-21,4707,A512,1,20
2026-08-21,4707,A513,2,23
2026-08-21,4707,A514,1,22
2026-08-21,4707,A515,2,26
2026-08-21,4707,PT01,16,236
2026-08-21,4708,A743,1,20
2026-08-21,4708,A744,1,22
2026-08-21,4708,A745,1,5
2026-08-21,4708,A746,1,20
2026-08-21,4708,PT01,1,13
2026-08-24,4010,BL01,10,10
2026-08-24,4010,EX01,1,1
2026-08-24,4010,IG01,1,1
2026-08-24,4010,MP03,1,1
2026-08-24,4010,MP04,2,11
2026-08-24,4010,PR01,9,90
2026-08-24,4010,PR02,7,49
2026-08-24,4010,PR03,2,2
2026-08-24,4010,PR04,4,11
2026-08-24,4010,PR06,5,135
2026-08-24,4010,PR07,2,14
2026-08-24,4010,PR08,2,4
2026-08-24,4010,PR10,6,47
2026-08-24,4010,PR11,3,6
2026-08-24,4010,PR14,13,147
2026-08-24,4010,PR15,2,13
2026-08-24,4010,PR17,18,60
2026-08-24,4010,PR18,1,2
2026-08-24,4010,PT01,1,1
2026-08-24,4010,RE01,2,11
2026-08-24,4020,MP01,2,3
2026-08-24,4020,PR01,2,43
2026-08-24,4020,PR02,6,46
2026-08-24,4020,PT01,15,94
2026-08-24,4120,EX01,3,5
2026-08-24,4120,EX02,5,15
2026-08-24,4120,IG01,16,145
2026-08-24,4120,LI01,3,21
2026-08-24,4120,LI03,1,8
2026-08-24,4120,MP01,9,18
2026-08-24,4120,PT01,116,2771
2026-08-24,4130,A107,1,22
2026-08-24,4130,A114,1,18
2026-08-24,4130,LI01,6,37
2026-08-24,4130,LI06,1,11
2026-08-24,4130,PT01,1,2
2026-08-24,4140,EX01,1,27
2026-08-24,4704,PT01,2,34
2026-08-24,4707,PT01,8,131
2026-08-25,4010,BL01,7,7
2026-08-25,4010,EX01,1,1
2026-08-25,4010,IG01,1,1
2026-08-25,4010,LI01,1,15
2026-08-25,4010,LI03,10,136
2026-08-25,4010,MP03,3,25
2026-08-25,4010,MP04,4,17
2026-08-25,4010,PR01,18,250
2026-08-25,4010,PR02,14,267
2026-08-25,4010,PR03,2,2
2026-08-25,4010,PR04,8,75
2026-08-25,4010,PR06,6,141
2026-08-25,4010,PR07,4,36
2026-08-25,4010,PR08,4,30
2026-08-25,4010,PR10,13,78
2026-08-25,4010,PR11,4,8
2026-08-25,4010,PR14,18,149
2026-08-25,4010,PR15,2,13
2026-08-25,4010,PR17,18,60
2026-08-25,4010,PR18,1,2
2026-08-25,4010,PT01,1,1
2026-08-25,4010,RE01,2,11
2026-08-25,4020,MP01,3,4
2026-08-25,4020,PR01,2,43
2026-08-25,4020,PR02,6,46
2026-08-25,4020,PT01,15,94
2026-08-25,4120,IG01,15,143
2026-08-25,4120,LI01,3,21
2026-08-25,4120,LI03,1,8
2026-08-25,4120,MP01,8,15
2026-08-25,4120,PT01,119,2808
2026-08-25,4130,A107,1,22
2026-08-25,4130,A114,1,18
2026-08-25,4130,LI01,11,131
2026-08-25,4130,LI06,1,11
2026-08-25,4130,PT01,1,2
2026-08-25,4140,EX01,1,26
2026-08-25,4703,A774,2,28
2026-08-25,4703,A775,2,26
2026-08-25,4703,A776,1,21
2026-08-25,4703,PT01,1,17
2026-08-25,4704,A535,1,17
2026-08-25,4704,A536,2,24
2026-08-25,4704,A537,2,26
2026-08-25,4704,A538,2,24
2026-08-25,4704,A540,2,22
2026-08-25,4704,PT01,3,52
2026-08-25,4705,A706,1,7
2026-08-25,4705,A707,1,13
2026-08-25,4705,A708,1,17
2026-08-25,4705,A709,1,17
2026-08-25,4705,A710,1,21
2026-08-25,4705,PT01,1,3
2026-08-25,4707,A502,1,10
2026-08-25,4707,A503,2,26
2026-08-25,4707,A504,2,27
2026-08-25,4707,A505,1,19
2026-08-25,4707,A506,1,19
2026-08-25,4707,A507,2,24
2026-08-25,4707,A508,1,17
2026-08-25,4707,A509,2,24
2026-08-25,4707,A511,2,28
2026-08-25,4707,A512,1,15
2026-08-25,4707,A513,1,22
2026-08-25,4707,A514,1,21
2026-08-25,4707,A515,2,25
2026-08-25,4707,PT01,9,126
2026-08-25,4708,A742,1,21
2026-08-25,4708,A743,1,20
2026-08-25,4708,A744,2,23
2026-08-25,4708,A746,2,23
2026-08-25,4708,PT01,1,14
2026-08-26,4010,BL01,5,5
2026-08-26,4010,EX01,1,1
2026-08-26,4010,IG01,2,2
2026-08-26,4010,LI01,3,16
2026-08-26,4010,LI03,4,51
2026-08-26,4010,MP03,3,22
2026-08-26,4010,MP04,1,10
2026-08-26,4010,PR01,3,77
2026-08-26,4010,PR02,3,30
2026-08-26,4010,PR03,2,2
2026-08-26,4010,PR04,1,2
2026-08-26,4010,PR06,1,55
2026-08-26,4010,PR10,6,76
2026-08-26,4010,PR11,4,8
2026-08-26,4010,PR12,1,2
2026-08-26,4010,PR14,5,79
2026-08-26,4010,PR15,2,29
2026-08-26,4010,PR17,18,60
2026-08-26,4010,PR18,1,2
2026-08-26,4010,PT01,2,2
2026-08-26,4010,RE01,2,11
2026-08-26,4020,MP01,3,5
2026-08-26,4020,PR01,1,23
2026-08-26,4120,IG01,2,13
2026-08-26,4120,LI01,3,21
2026-08-26,4120,LI03,1,8
2026-08-26,4120,MP01,4,7
2026-08-26,4120,PT01,109,2635
2026-08-26,4130,A107,1,22
2026-08-26,4130,A114,1,18
2026-08-26,4130,LI01,1,9
2026-08-26,4130,LI06,1,11
2026-08-26,4140,EX01,3,77
2026-08-26,4703,A774,2,22
2026-08-26,4703,A775,2,25
2026-08-26,4703,A776,2,30
2026-08-26,4703,PT01,1,22
2026-08-26,4704,A535,1,11
2026-08-26,4704,A536,1,12
2026-08-26,4704,A537,1,15
2026-08-26,4704,A538,1,18
2026-08-26,4704,A540,1,16
2026-08-26,4704,PT01,3,40
2026-08-26,4705,A706,4,50
2026-08-26,4705,A707,3,40
2026-08-26,4705,A708,2,36
2026-08-26,4705,A709,3,29
2026-08-26,4705,A710,3,35
2026-08-26,4705,PT01,1,16
2026-08-26,4707,A502,1,13
2026-08-26,4707,A503,1,21
2026-08-26,4707,A504,2,25
2026-08-26,4707,A505,1,18
2026-08-26,4707,A506,2,19
2026-08-26,4707,A507,2,24
2026-08-26,4707,A508,1,18
2026-08-26,4707,A509,2,31
2026-08-26,4707,A511,1,22
2026-08-26,4707,A512,1,17
2026-08-26,4707,A514,1,22
2026-08-26,4707,A515,2,24
2026-08-26,4707,PT01,10,143
2026-08-26,4708,A743,2,23
2026-08-26,4708,A744,2,23
2026-08-26,4708,A745,2,23
2026-08-26,4708,A746,2,24
2026-08-26,4708,PT01,1,16
2026-08-27,4010,BL01,4,4
2026-08-27,4010,EX01,1,1
2026-08-27,4010,IG01,1,1
2026-08-27,4010,LI06,3,37
2026-08-27,4010,MP03,2,7
2026-08-27,4010,MP04,1,1
2026-08-27,4010,PR01,17,203
2026-08-27,4010,PR02,7,15
2026-08-27,4010,PR03,2,2
2026-08-27,4010,PR04,5,11
2026-08-27,4010,PR06,7,118
2026-08-27,4010,PR07,1,2
2026-08-27,4010,PR08,2,20
2026-08-27,4010,PR10,12,108
2026-08-27,4010,PR11,6,17
2026-08-27,4010,PR14,13,225
2026-08-27,4010,PR15,1,13
2026-08-27,4010,PR17,18,60
2026-08-27,4010,PR18,1,2
2026-08-27,4010,RE01,2,11
2026-08-27,4020,PR01,2,47
2026-08-27,4020,PR02,5,38
2026-08-27,4020,PT01,2,10
2026-08-27,4120,EX01,1,2
2026-08-27,4120,IG01,3,14
2026-08-27,4120,LI01,3,22
2026-08-27,4120,LI03,1,8
2026-08-27,4120,MP01,6,24
2026-08-27,4120,PT01,106,2568
2026-08-27,4130,A107,1,22
2026-08-27,4130,A114,1,18
2026-08-27,4130,LI06,1,11
2026-08-27,4704,PT01,2,34
2026-08-27,4707,PT01,7,110
2026-08-31,4010,BL01,4,4
2026-08-31,4010,EX01,1,1
2026-08-31,4010,IG01,1,1
2026-08-31,4010,LI06,3,37
2026-08-31,4010,MP03,2,14
2026-08-31,4010,PR01,21,269
2026-08-31,4010,PR02,13,367
2026-08-31,4010,PR03,2,2
2026-08-31,4010,PR04,9,62
2026-08-31,4010,PR06,5,144
2026-08-31,4010,PR07,6,26
2026-08-31,4010,PR08,5,30
2026-08-31,4010,PR10,3,9
2026-08-31,4010,PR11,10,28
2026-08-31,4010,PR14,10,213
2026-08-31,4010,PR15,1,14
2026-08-31,4010,PR17,18,60
2026-08-31,4010,PR18,1,2
2026-08-31,4010,PT02,1,3
2026-08-31,4010,RE01,2,11
2026-08-31,4020,PR01,2,41
2026-08-31,4020,PR02,6,14
2026-08-31,4020,PT01,1,1
2026-08-31,4120,IG01,6,31
2026-08-31,4120,LI01,3,22
2026-08-31,4120,LI03,1,8
2026-08-31,4120,MP01,4,7
2026-08-31,4120,PT01,110,2596
2026-08-31,4130,A107,1,22
2026-08-31,4130,A114,1,18
2026-08-31,4130,LI01,7,130
2026-08-31,4130,LI06,1,11
2026-08-31,4130,PT01,1,1
2026-08-31,4140,EX01,11,144
2026-08-31,4703,A774,1,18
2026-08-31,4703,A775,2,25
2026-08-31,4703,A776,2,26
2026-08-31,4703,PT01,1,3
2026-08-31,4704,A531,1,18
2026-08-31,4704,A534,1,22
2026-08-31,4704,A535,2,24
2026-08-31,4704,A536,1,21
2026-08-31,4704,A537,2,26
2026-08-31,4704,A538,1,18
2026-08-31,4704,A540,2,24
2026-08-31,4704,PT01,3,52
2026-08-31,4705,A706,2,26
2026-08-31,4705,A707,2,29
2026-08-31,4705,A708,2,30
2026-08-31,4705,A709,2,25
2026-08-31,4705,A710,2,27
2026-08-31,4705,PT01,1,20
2026-08-31,4707,A501,1,21
2026-08-31,4707,A503,2,23
2026-08-31,4707,A504,2,25
2026-08-31,4707,A506,1,2
2026-08-31,4707,A507,1,19
2026-08-31,4707,A508,1,6
2026-08-31,4707,A509,1,21
2026-08-31,4707,A511,1,9
2026-08-31,4707,A512,1,14
2026-08-31,4707,A513,1,18
2026-08-31,4707,A514,2,23
2026-08-31,4707,A515,2,24
2026-08-31,4707,PT01,9,126
2026-08-31,4708,A743,1,18
2026-08-31,4708,A744,2,27
2026-08-31,4708,A746,1,20
2026-08-31,4708,A747,1,12
2026-08-31,4708,PT01,1,7
